,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Direction,Dataset
79,positive regulation of dendrite morphogenesis (GO:0050775),1/16,0.03850183520662026,1.0,0,0,25.510204081632647,83.08799416122565,PTPRD,up,GO BP
80,negative regulation of steroid biosynthetic process (GO:0010894),1/16,0.03850183520662026,1.0,0,0,25.510204081632647,83.08799416122565,SCAP,up,GO BP
81,"positive regulation of DNA-templated transcription, initiation (GO:2000144)",1/16,0.03850183520662026,1.0,0,0,25.510204081632647,83.08799416122565,TAF1,up,GO BP
82,positive regulation of cholesterol transport (GO:0032376),1/17,0.04085938516720612,1.0,0,0,24.009603841536613,76.77355911185376,ABCA7,up,GO BP
83,positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261),1/17,0.04085938516720612,1.0,0,0,24.009603841536613,76.77355911185376,TAF1,up,GO BP
84,regulation of transcription from RNA polymerase I promoter (GO:0006356),1/17,0.04085938516720612,1.0,0,0,24.009603841536613,76.77355911185376,TAF1,up,GO BP
85,negative regulation of cellular process (GO:0048523),4/534,0.04141166809076,1.0,0,0,3.057402736375449,9.73535916813776,ADAM15;CTBP2;ARHGDIA;DIS3L2,up,GO BP
86,porphyrin-containing compound biosynthetic process (GO:0006779),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,COX15,up,GO BP
87,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,UBAP1,up,GO BP
88,negative regulation of osteoclast differentiation (GO:0045671),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,TCTA,up,GO BP
89,regulation of cholesterol efflux (GO:0010874),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,ABCA7,up,GO BP
90,regulation of amyloid-beta formation (GO:1902003),1/18,0.04321127244441888,1.0,0,0,22.67573696145125,71.23931704209987,ABCA7,up,GO BP
91,protein targeting to lysosome (GO:0006622),1/19,0.045557510321821836,1.0,0,0,21.482277121374864,66.35402337351628,AP3M1,up,GO BP
92,negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),1/19,0.045557510321821836,1.0,0,0,21.482277121374864,66.35402337351628,TAF1,up,GO BP
93,inorganic cation transmembrane transport (GO:0098662),2/140,0.04619354713927469,1.0,0,0,5.830903790087462,17.929534477898546,COX15;SCN9A,up,GO BP
94,striated muscle cell development (GO:0055002),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,KLHL41,up,GO BP
95,heparan sulfate proteoglycan metabolic process (GO:0030201),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,SGSH,up,GO BP
96,steroid hormone mediated signaling pathway (GO:0043401),1/20,0.04789811206941787,1.0,0,0,20.40816326530613,62.01386100697238,MED13,up,GO BP
97,positive regulation of transcription from RNA polymerase I promoter (GO:0045943),1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,TAF1,up,GO BP
98,phospholipid translocation (GO:0045332),1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,ABCA7,up,GO BP
99,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,COX15,up,GO BP
100,mesoderm development (GO:0007498),1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,MEST,up,GO BP
101,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,ZDHHC6,up,GO BP
102,peptidyl-L-cysteine S-palmitoylation (GO:0018230),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,ZDHHC6,up,GO BP
103,maturation of LSU-rRNA (GO:0000470),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,RPL7,up,GO BP
104,regulation of transcription from RNA polymerase III promoter (GO:0006359),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,ZC3H8,up,GO BP
105,lipid translocation (GO:0034204),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,ABCA7,up,GO BP
106,ncRNA catabolic process (GO:0034661),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,DIS3L2,up,GO BP
107,viral genome replication (GO:0019079),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,CTBP2,up,GO BP
108,hematopoietic progenitor cell differentiation (GO:0002244),1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,MLF1,up,GO BP
109,protein stabilization (GO:0050821),2/152,0.0534910619678653,1.0,0,0,5.370569280343716,15.726319576039028,TAF1;OTUD3,up,GO BP
110,negative regulation of axonogenesis (GO:0050771),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,ARHGDIA,up,GO BP
111,membrane assembly (GO:0071709),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,PTPRD,up,GO BP
112,protein K48-linked deubiquitination (GO:0071108),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,OTUD3,up,GO BP
113,cholesterol efflux (GO:0033344),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,ABCA7,up,GO BP
114,neuronal action potential (GO:0019228),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,SCN9A,up,GO BP
115,microtubule polymerization or depolymerization (GO:0031109),1/23,0.054886232846338284,1.0,0,0,17.74622892635315,51.50830043904919,TPPP3,up,GO BP
116,sensory perception of pain (GO:0019233),1/24,0.057204422219257416,1.0,0,0,17.006802721088437,48.658572654069516,SCN9A,up,GO BP
117,regulation of cell cycle G1/S phase transition (GO:1902806),1/24,0.057204422219257416,1.0,0,0,17.006802721088437,48.658572654069516,TAF1,up,GO BP
118,transcription initiation from RNA polymerase II promoter (GO:0006367),2/160,0.05856911282011655,1.0,0,0,5.102040816326531,14.47728472621549,MED13;TAF1,up,GO BP
119,respiratory chain complex IV assembly (GO:0008535),1/25,0.059517041402020875,1.0,0,0,16.3265306122449,46.06518526236904,COX15,up,GO BP
120,regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058),1/25,0.059517041402020875,1.0,0,0,16.3265306122449,46.06518526236904,TAF1,up,GO BP
121,long-chain fatty acid transport (GO:0015909),1/25,0.059517041402020875,1.0,0,0,16.3265306122449,46.06518526236904,CPT2,up,GO BP
122,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),1/26,0.06182410346022105,1.0,0,0,15.698587127158554,43.69642020297904,CKS1B,up,GO BP
123,RNA biosynthetic process (GO:0032774),1/26,0.06182410346022105,1.0,0,0,15.698587127158554,43.69642020297904,TAF1,up,GO BP
124,positive regulation of synapse assembly (GO:0051965),1/26,0.06182410346022105,1.0,0,0,15.698587127158554,43.69642020297904,PTPRD,up,GO BP
125,microtubule polymerization (GO:0046785),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,TPPP3,up,GO BP
126,transition metal ion transport (GO:0000041),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,SLC31A1,up,GO BP
127,transcription from RNA polymerase III promoter (GO:0006383),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,ZC3H8,up,GO BP
128,negative regulation of cell-matrix adhesion (GO:0001953),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,ADAM15,up,GO BP
129,negative regulation of myeloid leukocyte differentiation (GO:0002762),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,TCTA,up,GO BP
130,muscle fiber development (GO:0048747),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,KLHL41,up,GO BP
131,protein targeting to vacuole (GO:0006623),1/27,0.06412562148920224,1.0,0,0,15.11715797430083,41.52549181706361,AP3M1,up,GO BP
132,negative regulation of gene expression (GO:0010629),4/618,0.06420776771036991,1.0,0,0,2.6418334324020867,7.253499988724246,CTBP2;ZC3H8;DIS3L2;TAF1,up,GO BP
133,hydrogen ion transmembrane transport (GO:1902600),1/28,0.06642160851252993,1.0,0,0,14.57725947521866,39.529633324123054,COX15,up,GO BP
134,nuclear-transcribed mRNA catabolic process (GO:0000956),2/174,0.06783815914716353,1.0,0,0,4.691531785127844,12.623178151909256,RPL7;DIS3L2,up,GO BP
135,semaphorin-plexin signaling pathway (GO:0071526),1/29,0.06871207754428547,1.0,0,0,14.074595355383533,37.68937781813083,ARHGDIA,up,GO BP
136,regulation of myoblast differentiation (GO:0045661),1/29,0.06871207754428547,1.0,0,0,14.074595355383533,37.68937781813083,KLHL41,up,GO BP
137,regulation of actin cytoskeleton reorganization (GO:2000249),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,ARHGDIA,up,GO BP
138,protein palmitoylation (GO:0018345),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,ZDHHC6,up,GO BP
139,negative regulation of cell morphogenesis involved in differentiation (GO:0010771),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,ARHGDIA,up,GO BP
140,regulation of leukocyte chemotaxis (GO:0002688),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,MTUS1,up,GO BP
141,protein localization to lysosome (GO:0061462),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,AP3M1,up,GO BP
142,positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,CKS1B,up,GO BP
143,regulation of protein polymerization (GO:0032271),1/30,0.07099704156206503,1.0,0,0,13.60544217687075,35.987987359848866,TPPP3,up,GO BP
144,sarcomere organization (GO:0045214),1/31,0.0732765135248936,1.0,0,0,13.166556945358787,34.41099588139884,KLHL41,up,GO BP
145,proton transport (GO:0015992),1/31,0.0732765135248936,1.0,0,0,13.166556945358787,34.41099588139884,COX15,up,GO BP
146,anterograde axonal transport (GO:0008089),1/31,0.0732765135248936,1.0,0,0,13.166556945358787,34.41099588139884,AP3M1,up,GO BP
147,vesicle-mediated transport to the plasma membrane (GO:0098876),1/31,0.0732765135248936,1.0,0,0,13.166556945358787,34.41099588139884,CCDC93,up,GO BP
148,positive regulation of dendrite development (GO:1900006),1/32,0.07555050634212196,1.0,0,0,12.755102040816329,32.94584041079259,PTPRD,up,GO BP
149,aminoglycan catabolic process (GO:0006026),1/32,0.07555050634212196,1.0,0,0,12.755102040816329,32.94584041079259,SGSH,up,GO BP
150,microtubule bundle formation (GO:0001578),1/32,0.07555050634212196,1.0,0,0,12.755102040816329,32.94584041079259,TPPP3,up,GO BP
151,mitochondrial transmembrane transport (GO:1990542),1/32,0.07555050634212196,1.0,0,0,12.755102040816329,32.94584041079259,CPT2,up,GO BP
152,"DNA-templated transcription, initiation (GO:0006352)",2/186,0.07614366001328325,1.0,0,0,4.388852315119597,11.301880446182524,MED13;TAF1,up,GO BP
153,gene expression (GO:0010467),3/411,0.07942955343934288,1.0,0,0,2.9792939073439597,7.5462081645116355,THOC3;MLF1;RPL7,up,GO BP
154,RNA metabolic process (GO:0016070),2/191,0.0796961064847594,1.0,0,0,4.273960893257828,10.811131729951024,PABPC3;DIS3L2,up,GO BP
155,regulation of alcohol biosynthetic process (GO:1902930),1/34,0.08008210609353099,1.0,0,0,12.004801920768307,30.308557556443446,SCAP,up,GO BP
156,"nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)",1/35,0.08233973871315534,1.0,0,0,11.661807580174925,29.118384092278692,DIS3L2,up,GO BP
157,negative regulation of cell-substrate adhesion (GO:0010812),1/35,0.08233973871315534,1.0,0,0,11.661807580174925,29.118384092278692,ADAM15,up,GO BP
158,negative regulation of protein kinase B signaling (GO:0051898),1/35,0.08233973871315534,1.0,0,0,11.661807580174925,29.118384092278692,OTUD3,up,GO BP
159,sulfur compound catabolic process (GO:0044273),1/35,0.08233973871315534,1.0,0,0,11.661807580174925,29.118384092278692,SGSH,up,GO BP
160,regulation of synapse assembly (GO:0051963),1/35,0.08233973871315534,1.0,0,0,11.661807580174925,29.118384092278692,PTPRD,up,GO BP
161,protein acylation (GO:0043543),1/36,0.08459194359992496,1.0,0,0,11.337868480725625,28.00358555804837,ZDHHC6,up,GO BP
162,organophosphate biosynthetic process (GO:0090407),1/36,0.08459194359992496,1.0,0,0,11.337868480725625,28.00358555804837,AGPAT5,up,GO BP
163,mRNA catabolic process (GO:0006402),1/36,0.08459194359992496,1.0,0,0,11.337868480725625,28.00358555804837,DIS3L2,up,GO BP
164,axonal transport (GO:0098930),1/36,0.08459194359992496,1.0,0,0,11.337868480725625,28.00358555804837,AP3M1,up,GO BP
165,sodium ion transmembrane transport (GO:0035725),1/36,0.08459194359992496,1.0,0,0,11.337868480725625,28.00358555804837,SCN9A,up,GO BP
166,regulation of muscle cell differentiation (GO:0051147),1/36,0.08459194359992496,1.0,0,0,11.337868480725625,28.00358555804837,KLHL41,up,GO BP
167,rRNA metabolic process (GO:0016072),2/200,0.08621893825800953,1.0,0,0,4.081632653061225,10.00353234316033,RPL7;DIS3L2,up,GO BP
168,phospholipid biosynthetic process (GO:0008654),1/37,0.08683873349397976,1.0,0,0,11.031439602868176,26.957556739555184,AGPAT5,up,GO BP
169,regulation of osteoclast differentiation (GO:0045670),1/37,0.08683873349397976,1.0,0,0,11.031439602868176,26.957556739555184,TCTA,up,GO BP
170,protein K63-linked ubiquitination (GO:0070534),1/37,0.08683873349397976,1.0,0,0,11.031439602868176,26.957556739555184,UBE2NL,up,GO BP
171,positive regulation of axonogenesis (GO:0050772),1/37,0.08683873349397976,1.0,0,0,11.031439602868176,26.957556739555184,ARHGDIA,up,GO BP
172,positive regulation of receptor activity (GO:2000273),1/37,0.08683873349397976,1.0,0,0,11.031439602868176,26.957556739555184,TAF1,up,GO BP
173,rRNA processing (GO:0006364),2/202,0.08769007674147251,1.0,0,0,4.04122044857547,9.836114512209216,RPL7;DIS3L2,up,GO BP
174,membrane depolarization during action potential (GO:0086010),1/38,0.08908012117667435,1.0,0,0,10.741138560687432,25.97442616843159,SCN9A,up,GO BP
175,retina homeostasis (GO:0001895),1/38,0.08908012117667435,1.0,0,0,10.741138560687432,25.97442616843159,POTEF,up,GO BP
176,skeletal muscle tissue development (GO:0007519),1/39,0.09131611933080344,1.0,0,0,10.465724751439037,25.048958173793586,KLHL41,up,GO BP
177,Golgi to plasma membrane transport (GO:0006893),1/39,0.09131611933080344,1.0,0,0,10.465724751439037,25.048958173793586,CCDC93,up,GO BP
178,DNA replication-independent nucleosome assembly (GO:0006336),1/39,0.09131611933080344,1.0,0,0,10.465724751439037,25.048958173793586,CABIN1,up,GO BP
179,positive regulation of phagocytosis (GO:0050766),1/39,0.09131611933080344,1.0,0,0,10.465724751439037,25.048958173793586,ABCA7,up,GO BP
180,"regulation of transcription, DNA-templated (GO:0006355)",7/1598,0.09300941534909177,1.0,0,0,1.7879492222420883,4.246476936600252,ZNF672;MED13;CTBP2;ZC3H8;MLF1;CKS1B;TAF1,up,GO BP
181,phosphatidic acid biosynthetic process (GO:0006654),1/40,0.0935467406593446,1.0,0,0,10.204081632653065,24.176470076489622,AGPAT5,up,GO BP
182,androgen receptor signaling pathway (GO:0030521),1/40,0.0935467406593446,1.0,0,0,10.204081632653065,24.176470076489622,MED13,up,GO BP
183,regulation of cholesterol biosynthetic process (GO:0045540),1/40,0.0935467406593446,1.0,0,0,10.204081632653065,24.176470076489622,SCAP,up,GO BP
184,regulation of phagocytosis (GO:0050764),1/41,0.09577199782508727,1.0,0,0,9.955201592832255,23.352761921448888,ABCA7,up,GO BP
185,regulation of cholesterol metabolic process (GO:0090181),1/41,0.09577199782508727,1.0,0,0,9.955201592832255,23.352761921448888,SCAP,up,GO BP
186,phosphatidic acid metabolic process (GO:0046473),1/41,0.09577199782508727,1.0,0,0,9.955201592832255,23.352761921448888,AGPAT5,up,GO BP
187,cellular protein modification process (GO:0006464),5/1001,0.0970943934821206,1.0,0,0,2.038777548981631,4.7545753124016015,PTPRD;KBTBD6;ABCA7;KLHL41;TAF1,up,GO BP
188,membrane depolarization (GO:0051899),1/43,0.10020647014004594,1.0,0,0,9.4921689606075,21.836948459042464,SCN9A,up,GO BP
189,nucleobase-containing compound catabolic process (GO:0034655),1/43,0.10020647014004594,1.0,0,0,9.4921689606075,21.836948459042464,DIS3L2,up,GO BP
190,RNA catabolic process (GO:0006401),1/43,0.10020647014004594,1.0,0,0,9.4921689606075,21.836948459042464,DIS3L2,up,GO BP
191,regulation of steroid biosynthetic process (GO:0050810),1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,SCAP,up,GO BP
192,regulation of dendrite morphogenesis (GO:0048814),1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,PTPRD,up,GO BP
193,cholesterol transport (GO:0030301),1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,ABCA7,up,GO BP
194,protein polymerization (GO:0051258),1/45,0.10461963696044026,1.0,0,0,9.0702947845805,20.475501234681968,TPPP3,up,GO BP
195,ribosome biogenesis (GO:0042254),2/226,0.1059089852377372,1.0,0,0,3.6120642947444463,8.109717115898412,RPL7;DIS3L2,up,GO BP
196,ncRNA processing (GO:0034470),2/227,0.10668932040494994,1.0,0,0,3.5961521172345594,8.047592252483152,RPL7;DIS3L2,up,GO BP
197,postreplication repair (GO:0006301),1/47,0.10901159849285977,1.0,0,0,8.684324793747287,19.247077674533823,UBE2NL,up,GO BP
198,myofibril assembly (GO:0030239),1/47,0.10901159849285977,1.0,0,0,8.684324793747287,19.247077674533823,KLHL41,up,GO BP
199,peptide cross-linking (GO:0018149),1/47,0.10901159849285977,1.0,0,0,8.684324793747287,19.247077674533823,ABCA7,up,GO BP
200,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157),1/47,0.10901159849285977,1.0,0,0,8.684324793747287,19.247077674533823,PTPRD,up,GO BP
201,cellular macromolecule catabolic process (GO:0044265),1/48,0.11119965848123284,1.0,0,0,8.503401360544219,18.67710857467947,DIS3L2,up,GO BP
202,negative regulation of protein ubiquitination (GO:0031397),1/50,0.11555999902224065,1.0,0,0,8.16326530612245,17.616044178327805,TAF1,up,GO BP
203,negative regulation of neuron projection development (GO:0010977),1/51,0.11773230434297198,1.0,0,0,8.003201280512204,17.12158334507697,ARHGDIA,up,GO BP
204,positive regulation of nervous system development (GO:0051962),1/52,0.11989938284584432,1.0,0,0,7.849293563579278,16.649155135028106,PTPRD,up,GO BP
205,regulation of cell-matrix adhesion (GO:0001952),1/52,0.11989938284584432,1.0,0,0,7.849293563579278,16.649155135028106,ADAM15,up,GO BP
206,intracellular transport of virus (GO:0075733),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,UBAP1,up,GO BP
207,action potential (GO:0001508),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,SCN9A,up,GO BP
208,sensory perception (GO:0007600),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,SCN9A,up,GO BP
209,transport of virus (GO:0046794),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,UBAP1,up,GO BP
210,negative regulation of cellular component organization (GO:0051129),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,DNAJA4,up,GO BP
211,cytoplasmic translation (GO:0002181),1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,RPL7,up,GO BP
212,regulation of axonogenesis (GO:0050770),1/55,0.12636938033824105,1.0,0,0,7.421150278293135,15.350991248791996,ARHGDIA,up,GO BP
213,fat cell differentiation (GO:0045444),1/55,0.12636938033824105,1.0,0,0,7.421150278293135,15.350991248791996,CTBP2,up,GO BP
214,protein ubiquitination (GO:0016567),3/506,0.1268223726763333,1.0,0,0,2.419940308139066,4.997098842972685,KBTBD6;KLHL41;TAF1,up,GO BP
215,glycosaminoglycan catabolic process (GO:0006027),1/56,0.1285156743868668,1.0,0,0,7.288629737609329,14.954113720272913,SGSH,up,GO BP
216,regulation of Rho protein signal transduction (GO:0035023),1/57,0.1306568028722364,1.0,0,0,7.16075904045829,14.573442312437122,ARHGDIA,up,GO BP
217,cellular respiration (GO:0045333),1/57,0.1306568028722364,1.0,0,0,7.16075904045829,14.573442312437122,COX15,up,GO BP
218,phospholipid transport (GO:0015914),1/58,0.13279277797234604,1.0,0,0,7.037297677691766,14.208060704834313,ABCA7,up,GO BP
219,sodium ion transport (GO:0006814),1/58,0.13279277797234604,1.0,0,0,7.037297677691766,14.208060704834313,SCN9A,up,GO BP
220,integrin-mediated signaling pathway (GO:0007229),1/58,0.13279277797234604,1.0,0,0,7.037297677691766,14.208060704834313,ADAM15,up,GO BP
221,post-Golgi vesicle-mediated transport (GO:0006892),1/58,0.13279277797234604,1.0,0,0,7.037297677691766,14.208060704834313,CCDC93,up,GO BP
222,positive regulation of protein binding (GO:0032092),1/60,0.13704931664792866,1.0,0,0,6.802721088435375,13.519826138757372,TAF1,up,GO BP
223,nucleosome assembly (GO:0006334),1/60,0.13704931664792866,1.0,0,0,6.802721088435375,13.519826138757372,CABIN1,up,GO BP
224,"positive regulation of transcription, DNA-templated (GO:0045893)",5/1120,0.13785922480355894,1.0,0,0,1.8221574344023324,3.6106454530075065,MED13;CTBP2;ZC3H8;CKS1B;TAF1,up,GO BP
225,glycosaminoglycan metabolic process (GO:0030203),1/61,0.13916990440240695,1.0,0,0,6.691201070592173,13.195448367099164,SGSH,up,GO BP
226,RNA 3'-end processing (GO:0031123),1/61,0.13916990440240695,1.0,0,0,6.691201070592173,13.195448367099164,THOC3,up,GO BP
227,striated muscle contraction (GO:0006941),1/61,0.13916990440240695,1.0,0,0,6.691201070592173,13.195448367099164,KLHL41,up,GO BP
228,protein targeting to membrane (GO:0006612),1/61,0.13916990440240695,1.0,0,0,6.691201070592173,13.195448367099164,ZDHHC6,up,GO BP
229,ribosomal large subunit biogenesis (GO:0042273),1/63,0.14339577707005752,1.0,0,0,6.478781988986071,12.582745706868382,RPL7,up,GO BP
230,positive regulation of protein polymerization (GO:0032273),1/64,0.145501086009976,1.0,0,0,6.3775510204081645,12.293187043446148,TPPP3,up,GO BP
231,positive regulation of endocytosis (GO:0045807),1/64,0.145501086009976,1.0,0,0,6.3775510204081645,12.293187043446148,ABCA7,up,GO BP
232,negative regulation of cell adhesion (GO:0007162),1/65,0.1476013260006852,1.0,0,0,6.2794348508634235,12.01406833979051,ARHGDIA,up,GO BP
233,regulation of myeloid cell differentiation (GO:0045637),1/65,0.1476013260006852,1.0,0,0,6.2794348508634235,12.01406833979051,PURB,up,GO BP
234,cellular response to light stimulus (GO:0071482),1/66,0.1496965090156283,1.0,0,0,6.184291898577612,11.744868940614404,TAF1,up,GO BP
235,intracellular steroid hormone receptor signaling pathway (GO:0030518),1/66,0.1496965090156283,1.0,0,0,6.184291898577612,11.744868940614404,MED13,up,GO BP
236,negative regulation of protein binding (GO:0032091),1/67,0.1517866469464216,1.0,0,0,6.091989034419737,11.485101326040615,ADAM15,up,GO BP
237,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),1/67,0.1517866469464216,1.0,0,0,6.091989034419737,11.485101326040615,CKS1B,up,GO BP
238,cellular response to UV (GO:0034644),1/67,0.1517866469464216,1.0,0,0,6.091989034419737,11.485101326040615,TAF1,up,GO BP
239,protein polyubiquitination (GO:0000209),2/283,0.15259053285427396,1.0,0,0,2.8845460445662363,5.422938489995224,UBE2NL;TAF1,up,GO BP
240,positive regulation of transcription from RNA polymerase II promoter (GO:0045944),4/848,0.15310858414391207,1.0,0,0,1.9252984212552944,3.61303024455305,MED13;CTBP2;SCAP;TAF1,up,GO BP
241,termination of RNA polymerase II transcription (GO:0006369),1/68,0.15387175170898196,1.0,0,0,6.002400960384153,11.234308551223542,THOC3,up,GO BP
242,peptidyl-threonine phosphorylation (GO:0018107),1/68,0.15387175170898196,1.0,0,0,6.002400960384153,11.234308551223542,TAF1,up,GO BP
243,snRNA transcription from RNA polymerase II promoter (GO:0042795),1/70,0.1580269091413692,1.0,0,0,5.830903790087462,10.757958888834528,ZC3H8,up,GO BP
244,phospholipid metabolic process (GO:0006644),1/70,0.1580269091413692,1.0,0,0,5.830903790087462,10.757958888834528,AGPAT5,up,GO BP
245,positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),1/70,0.1580269091413692,1.0,0,0,5.830903790087462,10.757958888834528,TAF1,up,GO BP
246,snRNA transcription (GO:0009301),1/70,0.1580269091413692,1.0,0,0,5.830903790087462,10.757958888834528,ZC3H8,up,GO BP
247,actomyosin structure organization (GO:0031032),1/71,0.16009698547444592,1.0,0,0,5.748778384593273,10.531621087515461,KLHL41,up,GO BP
248,lysosomal transport (GO:0007041),1/72,0.1621620759393262,1.0,0,0,5.6689342403628125,10.312692602742626,AP3M1,up,GO BP
249,lipid biosynthetic process (GO:0008610),1/72,0.1621620759393262,1.0,0,0,5.6689342403628125,10.312692602742626,AGPAT5,up,GO BP
250,positive regulation of proteasomal protein catabolic process (GO:1901800),1/73,0.16422219226923945,1.0,0,0,5.5912776069331835,10.100838340526812,TAF1,up,GO BP
251,mRNA 3'-end processing (GO:0031124),1/74,0.1662773462428849,1.0,0,0,5.515719801434088,9.895742549883874,THOC3,up,GO BP
252,negative regulation of cellular amide metabolic process (GO:0034249),1/75,0.1683275495268852,1.0,0,0,5.442176870748299,9.697107473259354,ABCA7,up,GO BP
253,regulation of actin cytoskeleton organization (GO:0032956),1/75,0.1683275495268852,1.0,0,0,5.442176870748299,9.697107473259354,ARHGDIA,up,GO BP
254,nucleic acid-templated transcription (GO:0097659),1/76,0.1703728138367953,1.0,0,0,5.370569280343716,9.5046520973501,MLF1,up,GO BP
255,extracellular matrix disassembly (GO:0022617),1/78,0.17444857199702626,1.0,0,0,5.232862375719519,9.137233370625186,ADAM15,up,GO BP
256,RNA transport (GO:0050658),1/80,0.17850471366148835,1.0,0,0,5.102040816326531,8.791531995122154,THOC3,up,GO BP
257,positive regulation of binding (GO:0051099),1/81,0.18052545718087712,1.0,0,0,5.039052658100277,8.626270970727218,TAF1,up,GO BP
258,positive regulation of cell cycle (GO:0045787),1/82,0.18254133123122268,1.0,0,0,4.977600796416128,8.465797208067526,CKS1B,up,GO BP
259,mitotic sister chromatid segregation (GO:0000070),1/82,0.18254133123122268,1.0,0,0,4.977600796416128,8.465797208067526,DIS3L2,up,GO BP
260,establishment of protein localization to membrane (GO:0090150),1/83,0.1845523472379876,1.0,0,0,4.917629702483403,8.309919502713068,ZDHHC6,up,GO BP
261,regulation of nucleic acid-templated transcription (GO:1903506),3/607,0.18574968159628846,1.0,0,0,2.0172813771307534,3.395801317024409,ZNF672;MLF1;TAF1,up,GO BP
262,mitochondrial ATP synthesis coupled electron transport (GO:0042775),1/85,0.18855985110556656,1.0,0,0,4.8019207683073235,8.01123558220467,COX15,up,GO BP
263,organic substance transport (GO:0071702),1/87,0.19254806017668188,1.0,0,0,4.691531785127844,7.728874000279107,ABCA7,up,GO BP
264,positive regulation of cellular component biogenesis (GO:0044089),1/87,0.19254806017668188,1.0,0,0,4.691531785127844,7.728874000279107,PTPRD,up,GO BP
265,positive regulation of protein complex assembly (GO:0031334),1/88,0.1945349576029131,1.0,0,0,4.63821892393321,7.593429505876667,TPPP3,up,GO BP
266,regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),1/88,0.1945349576029131,1.0,0,0,4.63821892393321,7.593429505876667,TAF1,up,GO BP
